pointNum,accumDst,pkuid,temp,elevation-n-vancouver,elevation-s-vancouver
424,          3392.00000,5,via-pacific,            11.00000,   -2147480000.00000
425,          3400.00000,5,via-pacific,            12.00000,   -2147480000.00000
426,          3408.00000,5,via-pacific,            11.00000,   -2147480000.00000
427,          3416.00000,5,via-pacific,            11.00000,   -2147480000.00000
428,          3424.00000,5,via-pacific,            11.00000,   -2147480000.00000
429,          3432.00000,5,via-pacific,            11.00000,   -2147480000.00000
430,          3440.00000,5,via-pacific,            11.00000,   -2147480000.00000
431,          3448.00000,5,via-pacific,            10.00000,   -2147480000.00000
432,          3456.00000,5,via-pacific,            10.00000,   -2147480000.00000
433,          3464.00000,5,via-pacific,            10.00000,   -2147480000.00000
434,          3472.00000,5,via-pacific,            11.00000,   -2147480000.00000
435,          3480.00000,5,via-pacific,            11.00000,   -2147480000.00000
436,          3488.00000,5,via-pacific,            11.00000,   -2147480000.00000
437,          3496.00000,5,via-pacific,            11.00000,   -2147480000.00000
438,          3504.00000,5,via-pacific,             9.00000,   -2147480000.00000
439,          3512.00000,5,via-pacific,            10.00000,   -2147480000.00000
440,          3520.00000,5,via-pacific,            10.00000,   -2147480000.00000
441,          3528.00000,5,via-pacific,            11.00000,   -2147480000.00000
442,          3536.00000,5,via-pacific,            11.00000,   -2147480000.00000
443,          3544.00000,5,via-pacific,            11.00000,   -2147480000.00000
444,          3552.00000,5,via-pacific,            11.00000,   -2147480000.00000
445,          3560.00000,5,via-pacific,            11.00000,   -2147480000.00000
446,          3568.00000,5,via-pacific,            11.00000,   -2147480000.00000
447,          3576.00000,5,via-pacific,            12.00000,   -2147480000.00000
448,          3584.00000,5,via-pacific,            12.00000,   -2147480000.00000
449,          3592.00000,5,via-pacific,            12.00000,   -2147480000.00000
450,          3600.00000,5,via-pacific,            12.00000,   -2147480000.00000
451,          3608.00000,5,via-pacific,            13.00000,   -2147480000.00000
452,          3616.00000,5,via-pacific,            13.00000,   -2147480000.00000
453,          3624.00000,5,via-pacific,            13.00000,   -2147480000.00000
454,          3632.00000,5,via-pacific,            14.00000,   -2147480000.00000
455,          3640.00000,5,via-pacific,            14.00000,   -2147480000.00000
456,          3648.00000,5,via-pacific,            14.00000,   -2147480000.00000
457,          3656.00000,5,via-pacific,            14.00000,   -2147480000.00000
458,          3664.00000,5,via-pacific,            15.00000,   -2147480000.00000
459,          3672.00000,5,via-pacific,            15.00000,   -2147480000.00000
460,          3680.00000,5,via-pacific,            16.00000,   -2147480000.00000
461,          3688.00000,5,via-pacific,            16.00000,   -2147480000.00000
462,          3696.00000,5,via-pacific,            16.00000,   -2147480000.00000
463,          3704.00000,5,via-pacific,            16.00000,   -2147480000.00000
464,          3712.00000,5,via-pacific,            16.00000,   -2147480000.00000
465,          3720.00000,5,via-pacific,            17.00000,   -2147480000.00000
466,          3728.00000,5,via-pacific,            17.00000,   -2147480000.00000
467,          3736.00000,5,via-pacific,            17.00000,   -2147480000.00000
468,          3744.00000,5,via-pacific,            17.00000,   -2147480000.00000
469,          3752.00000,5,via-pacific,            18.00000,   -2147480000.00000
470,          3760.00000,5,via-pacific,            18.00000,   -2147480000.00000
471,          3768.00000,5,via-pacific,            18.00000,   -2147480000.00000
472,          3776.00000,5,via-pacific,            18.00000,   -2147480000.00000
473,          3784.00000,5,via-pacific,            19.00000,   -2147480000.00000
474,          3792.00000,5,via-pacific,            19.00000,   -2147480000.00000
475,          3800.00000,5,via-pacific,            19.00000,   -2147480000.00000
476,          3808.00000,5,via-pacific,            20.00000,   -2147480000.00000
477,          3816.00000,5,via-pacific,            20.00000,   -2147480000.00000
478,          3824.00000,5,via-pacific,            20.00000,   -2147480000.00000
479,          3832.00000,5,via-pacific,            20.00000,   -2147480000.00000
480,          3840.00000,5,via-pacific,            20.00000,   -2147480000.00000
481,          3848.00000,5,via-pacific,            20.00000,   -2147480000.00000
482,          3856.00000,5,via-pacific,            20.00000,   -2147480000.00000
483,          3864.00000,5,via-pacific,            20.00000,   -2147480000.00000
484,          3872.00000,5,via-pacific,            21.00000,   -2147480000.00000
485,          3880.00000,5,via-pacific,            21.00000,   -2147480000.00000
486,          3888.00000,5,via-pacific,            21.00000,   -2147480000.00000
487,          3896.00000,5,via-pacific,            22.00000,   -2147480000.00000
488,          3904.00000,5,via-pacific,            22.00000,   -2147480000.00000
489,          3912.00000,5,via-pacific,            22.00000,   -2147480000.00000
490,          3920.00000,5,via-pacific,            21.00000,   -2147480000.00000
491,          3928.00000,5,via-pacific,            22.00000,   -2147480000.00000
492,          3936.00000,5,via-pacific,            22.00000,   -2147480000.00000
493,          3944.00000,5,via-pacific,            21.00000,   -2147480000.00000
494,          3952.00000,5,via-pacific,            21.00000,   -2147480000.00000
495,          3960.00000,5,via-pacific,            23.00000,   -2147480000.00000
496,          3968.00000,5,via-pacific,            22.00000,   -2147480000.00000
497,          3976.00000,5,via-pacific,            22.00000,   -2147480000.00000
498,          3984.00000,5,via-pacific,            23.00000,   -2147480000.00000
499,          3992.00000,5,via-pacific,            23.00000,   -2147480000.00000
500,          4000.00000,5,via-pacific,            23.00000,   -2147480000.00000
501,          4008.00000,5,via-pacific,            23.00000,   -2147480000.00000
502,          4016.00000,5,via-pacific,            24.00000,   -2147480000.00000
503,          4024.00000,5,via-pacific,            23.00000,   -2147480000.00000
504,          4032.00000,5,via-pacific,            23.00000,   -2147480000.00000
505,          4040.00000,5,via-pacific,            24.00000,   -2147480000.00000
506,          4048.00000,5,via-pacific,            24.00000,   -2147480000.00000
507,          4056.00000,5,via-pacific,            24.00000,   -2147480000.00000
508,          4064.00000,5,via-pacific,            24.00000,   -2147480000.00000
509,          4072.00000,5,via-pacific,            24.00000,   -2147480000.00000
510,          4080.00000,5,via-pacific,            26.00000,   -2147480000.00000
511,          4088.00000,5,via-pacific,            26.00000,   -2147480000.00000
512,          4096.00000,5,via-pacific,            26.00000,   -2147480000.00000
513,          4104.00000,5,via-pacific,            26.00000,   -2147480000.00000
514,          4112.00000,5,via-pacific,            25.00000,   -2147480000.00000
515,          4120.00000,5,via-pacific,            26.00000,   -2147480000.00000
516,          4128.00000,5,via-pacific,            26.00000,   -2147480000.00000
517,          4136.00000,5,via-pacific,            23.00000,   -2147480000.00000
518,          4144.00000,5,via-pacific,            23.00000,   -2147480000.00000
519,          4152.00000,5,via-pacific,            27.00000,   -2147480000.00000
520,          4160.00000,5,via-pacific,            24.00000,   -2147480000.00000
521,          4168.00000,5,via-pacific,            24.00000,   -2147480000.00000
522,          4176.00000,5,via-pacific,            24.00000,   -2147480000.00000
523,          4184.00000,5,via-pacific,            27.00000,   -2147480000.00000
524,          4192.00000,5,via-pacific,            26.00000,   -2147480000.00000
525,          4200.00000,5,via-pacific,            26.00000,   -2147480000.00000
526,          4208.00000,5,via-pacific,            26.00000,   -2147480000.00000
527,          4216.00000,5,via-pacific,            26.00000,   -2147480000.00000
528,          4224.00000,5,via-pacific,            26.00000,   -2147480000.00000
529,          4232.00000,5,via-pacific,            26.00000,   -2147480000.00000
530,          4240.00000,5,via-pacific,            26.00000,   -2147480000.00000
531,          4248.00000,5,via-pacific,            23.00000,   -2147480000.00000
532,          4256.00000,5,via-pacific,            23.00000,   -2147480000.00000
533,          4264.00000,5,via-pacific,            23.00000,   -2147480000.00000
534,          4272.00000,5,via-pacific,            23.00000,   -2147480000.00000
535,          4280.00000,5,via-pacific,            23.00000,   -2147480000.00000
536,          4288.00000,5,via-pacific,            15.00000,   -2147480000.00000
537,          4296.00000,5,via-pacific,            15.00000,   -2147480000.00000
538,          4304.00000,5,via-pacific,            14.00000,   -2147480000.00000
539,          4312.00000,5,via-pacific,            14.00000,   -2147480000.00000
540,          4320.00000,5,via-pacific,            14.00000,   -2147480000.00000
541,          4328.00000,5,via-pacific,            13.00000,   -2147480000.00000
542,          4336.00000,5,via-pacific,            13.00000,   -2147480000.00000
543,          4344.00000,5,via-pacific,            13.00000,   -2147480000.00000
544,          4352.00000,5,via-pacific,            13.00000,   -2147480000.00000
545,          4360.00000,5,via-pacific,            13.00000,   -2147480000.00000
546,          4368.00000,5,via-pacific,            12.00000,   -2147480000.00000
547,          4376.00000,5,via-pacific,             9.00000,   -2147480000.00000
548,          4384.00000,5,via-pacific,             9.00000,   -2147480000.00000
549,          4392.00000,5,via-pacific,             9.00000,   -2147480000.00000
550,          4400.00000,5,via-pacific,             8.00000,   -2147480000.00000
551,          4408.00000,5,via-pacific,             6.00000,   -2147480000.00000
552,          4416.00000,5,via-pacific,             5.00000,   -2147480000.00000
553,          4424.00000,5,via-pacific,             5.00000,   -2147480000.00000
554,          4432.00000,5,via-pacific,             5.00000,   -2147480000.00000
555,          4440.00000,5,via-pacific,             6.00000,   -2147480000.00000
556,          4448.00000,5,via-pacific,             5.00000,   -2147480000.00000
557,          4456.00000,5,via-pacific,             5.00000,   -2147480000.00000
558,          4464.00000,5,via-pacific,             4.00000,   -2147480000.00000
559,          4472.00000,5,via-pacific,             4.00000,   -2147480000.00000
560,          4480.00000,5,via-pacific,             4.00000,   -2147480000.00000
561,          4488.00000,5,via-pacific,             3.00000,   -2147480000.00000
562,          4496.00000,5,via-pacific,             3.00000,   -2147480000.00000
563,          4504.00000,5,via-pacific,             2.00000,   -2147480000.00000
564,          4512.00000,5,via-pacific,             2.00000,   -2147480000.00000
565,          4520.00000,5,via-pacific,             2.00000,   -2147480000.00000
566,          4528.00000,5,via-pacific,             0.00000,   -2147480000.00000
567,          4536.00000,5,via-pacific,             0.00000,   -2147480000.00000
568,          4544.00000,5,via-pacific,             0.00000,   -2147480000.00000
569,          4552.00000,5,via-pacific,             0.00000,   -2147480000.00000
570,          4560.00000,5,via-pacific,             0.00000,   -2147480000.00000
571,          4568.00000,5,via-pacific,             0.00000,   -2147480000.00000
572,          4576.00000,5,via-pacific,             0.00000,   -2147480000.00000
573,          4584.00000,5,via-pacific,             0.00000,   -2147480000.00000
574,          4592.00000,5,via-pacific,             0.00000,   -2147480000.00000
575,          4600.00000,5,via-pacific,             0.00000,   -2147480000.00000
576,          4608.00000,5,via-pacific,             0.00000,   -2147480000.00000
577,          4616.00000,5,via-pacific,             0.00000,   -2147480000.00000
578,          4624.00000,5,via-pacific,             0.00000,   -2147480000.00000
579,          4632.00000,5,via-pacific,             0.00000,   -2147480000.00000
580,          4640.00000,5,via-pacific,             0.00000,   -2147480000.00000
581,          4648.00000,5,via-pacific,             0.00000,   -2147480000.00000
582,          4656.00000,5,via-pacific,             0.00000,   -2147480000.00000
583,          4664.00000,5,via-pacific,             0.00000,   -2147480000.00000
584,          4672.00000,5,via-pacific,             0.00000,   -2147480000.00000
585,          4680.00000,5,via-pacific,             0.00000,   -2147480000.00000
586,          4688.00000,5,via-pacific,             0.00000,   -2147480000.00000
587,          4696.00000,5,via-pacific,             0.00000,   -2147480000.00000
588,          4704.00000,5,via-pacific,             0.00000,   -2147480000.00000
589,          4712.00000,5,via-pacific,             0.00000,   -2147480000.00000
590,          4720.00000,5,via-pacific,             0.00000,   -2147480000.00000
591,          4728.00000,5,via-pacific,             0.00000,   -2147480000.00000
592,          4736.00000,5,via-pacific,             2.00000,   -2147480000.00000
593,          4744.00000,5,via-pacific,             2.00000,   -2147480000.00000
594,          4752.00000,5,via-pacific,             3.00000,   -2147480000.00000
595,          4760.00000,5,via-pacific,             3.00000,   -2147480000.00000
596,          4768.00000,5,via-pacific,             3.00000,   -2147480000.00000
597,          4776.00000,5,via-pacific,             5.00000,   -2147480000.00000
598,          4784.00000,5,via-pacific,             5.00000,   -2147480000.00000
599,          4792.00000,5,via-pacific,             5.00000,   -2147480000.00000
600,          4800.00000,5,via-pacific,             7.00000,   -2147480000.00000
601,          4808.00000,5,via-pacific,             7.00000,   -2147480000.00000
602,          4816.00000,5,via-pacific,             7.00000,   -2147480000.00000
603,          4824.00000,5,via-pacific,             8.00000,   -2147480000.00000
604,          4832.00000,5,via-pacific,             8.00000,   -2147480000.00000
605,          4840.00000,5,via-pacific,             8.00000,   -2147480000.00000
606,          4848.00000,5,via-pacific,             8.00000,   -2147480000.00000
607,          4856.00000,5,via-pacific,             8.00000,   -2147480000.00000
608,          4864.00000,5,via-pacific,             9.00000,   -2147480000.00000
609,          4872.00000,5,via-pacific,             9.00000,   -2147480000.00000
610,          4880.00000,5,via-pacific,             9.00000,   -2147480000.00000
611,          4888.00000,5,via-pacific,             9.00000,   -2147480000.00000
612,          4896.00000,5,via-pacific,             9.00000,   -2147480000.00000
613,          4904.00000,5,via-pacific,            11.00000,   -2147480000.00000
614,          4912.00000,5,via-pacific,            11.00000,   -2147480000.00000
615,          4920.00000,5,via-pacific,            11.00000,   -2147480000.00000
616,          4928.00000,5,via-pacific,            12.00000,   -2147480000.00000
617,          4936.00000,5,via-pacific,            12.00000,   -2147480000.00000
618,          4944.00000,5,via-pacific,            12.00000,   -2147480000.00000
619,          4952.00000,5,via-pacific,            12.00000,   -2147480000.00000
620,          4960.00000,5,via-pacific,            12.00000,   -2147480000.00000
621,          4968.00000,5,via-pacific,            12.00000,   -2147480000.00000
622,          4976.00000,5,via-pacific,            12.00000,   -2147480000.00000
623,          4984.00000,5,via-pacific,            12.00000,   -2147480000.00000
624,          4992.00000,5,via-pacific,            12.00000,   -2147480000.00000
625,          5000.00000,5,via-pacific,            12.00000,   -2147480000.00000
626,          5008.00000,5,via-pacific,            12.00000,   -2147480000.00000
627,          5016.00000,5,via-pacific,            12.00000,   -2147480000.00000
628,          5024.00000,5,via-pacific,            12.00000,   -2147480000.00000
629,          5032.00000,5,via-pacific,            12.00000,   -2147480000.00000
630,          5040.00000,5,via-pacific,            12.00000,   -2147480000.00000
631,          5048.00000,5,via-pacific,            12.00000,   -2147480000.00000
632,          5056.00000,5,via-pacific,            12.00000,   -2147480000.00000
633,          5064.00000,5,via-pacific,            12.00000,   -2147480000.00000
634,          5072.00000,5,via-pacific,            12.00000,   -2147480000.00000
635,          5080.00000,5,via-pacific,            12.00000,   -2147480000.00000
636,          5088.00000,5,via-pacific,            11.00000,   -2147480000.00000
637,          5096.00000,5,via-pacific,            11.00000,   -2147480000.00000
638,          5104.00000,5,via-pacific,            11.00000,   -2147480000.00000
639,          5112.00000,5,via-pacific,            12.00000,   -2147480000.00000
640,          5120.00000,5,via-pacific,            12.00000,   -2147480000.00000
641,          5128.00000,5,via-pacific,            16.00000,   -2147480000.00000
642,          5136.00000,5,via-pacific,            16.00000,   -2147480000.00000
643,          5144.00000,5,via-pacific,            16.00000,   -2147480000.00000
644,          5152.00000,5,via-pacific,            19.00000,   -2147480000.00000
645,          5160.00000,5,via-pacific,            19.00000,   -2147480000.00000
646,          5168.00000,5,via-pacific,            19.00000,   -2147480000.00000
647,          5176.00000,5,via-pacific,            17.00000,   -2147480000.00000
648,          5184.00000,5,via-pacific,            17.00000,   -2147480000.00000
649,          5192.00000,5,via-pacific,            16.00000,   -2147480000.00000
650,          5200.00000,5,via-pacific,            17.00000,   -2147480000.00000
651,          5208.00000,5,via-pacific,            17.00000,   -2147480000.00000
652,          5216.00000,5,via-pacific,            17.00000,   -2147480000.00000
653,          5224.00000,5,via-pacific,            17.00000,   -2147480000.00000
654,          5232.00000,5,via-pacific,            16.00000,   -2147480000.00000
655,          5240.00000,5,via-pacific,            15.00000,   -2147480000.00000
656,          5248.00000,5,via-pacific,            15.00000,   -2147480000.00000
657,          5256.00000,5,via-pacific,            15.00000,   -2147480000.00000
658,          5264.00000,5,via-pacific,            15.00000,   -2147480000.00000
659,          5272.00000,5,via-pacific,            15.00000,   -2147480000.00000
660,          5280.00000,5,via-pacific,            15.00000,   -2147480000.00000
661,          5288.00000,5,via-pacific,            13.00000,   -2147480000.00000
662,          5296.00000,5,via-pacific,            13.00000,   -2147480000.00000
663,          5304.00000,5,via-pacific,            12.00000,   -2147480000.00000
664,          5312.00000,5,via-pacific,            12.00000,   -2147480000.00000
665,          5320.00000,5,via-pacific,            12.00000,   -2147480000.00000
666,          5328.00000,5,via-pacific,            12.00000,   -2147480000.00000
667,          5336.00000,5,via-pacific,            12.00000,   -2147480000.00000
668,          5344.00000,5,via-pacific,            12.00000,   -2147480000.00000
669,          5352.00000,5,via-pacific,            12.00000,   -2147480000.00000
670,          5360.00000,5,via-pacific,            12.00000,   -2147480000.00000
671,          5368.00000,5,via-pacific,            11.00000,   -2147480000.00000
672,          5376.00000,5,via-pacific,            11.00000,   -2147480000.00000
673,          5384.00000,5,via-pacific,            11.00000,   -2147480000.00000
674,          5392.00000,5,via-pacific,            10.00000,   -2147480000.00000
675,          5400.00000,5,via-pacific,            10.00000,   -2147480000.00000
676,          5408.00000,5,via-pacific,            10.00000,   -2147480000.00000
677,          5416.00000,5,via-pacific,            10.00000,   -2147480000.00000
678,          5424.00000,5,via-pacific,            10.00000,   -2147480000.00000
679,          5432.00000,5,via-pacific,             9.00000,   -2147480000.00000
680,          5440.00000,5,via-pacific,             9.00000,   -2147480000.00000
681,          5448.00000,5,via-pacific,             8.00000,   -2147480000.00000
682,          5456.00000,5,via-pacific,             8.00000,   -2147480000.00000
683,          5464.00000,5,via-pacific,             8.00000,   -2147480000.00000
684,          5472.00000,5,via-pacific,             8.00000,   -2147480000.00000
685,          5480.00000,5,via-pacific,             8.00000,   -2147480000.00000
686,          5488.00000,5,via-pacific,             9.00000,   -2147480000.00000
687,          5496.00000,5,via-pacific,             9.00000,   -2147480000.00000
688,          5504.00000,5,via-pacific,             9.00000,   -2147480000.00000
689,          5512.00000,5,via-pacific,             9.00000,   -2147480000.00000
690,          5520.00000,5,via-pacific,             9.00000,   -2147480000.00000
691,          5528.00000,5,via-pacific,             9.00000,   -2147480000.00000
692,          5536.00000,5,via-pacific,             9.00000,   -2147480000.00000
693,          5544.00000,5,via-pacific,             9.00000,   -2147480000.00000
694,          5552.00000,5,via-pacific,             9.00000,   -2147480000.00000
695,          5560.00000,5,via-pacific,             9.00000,   -2147480000.00000
696,          5568.00000,5,via-pacific,            10.00000,   -2147480000.00000
697,          5576.00000,5,via-pacific,            10.00000,   -2147480000.00000
698,          5584.00000,5,via-pacific,             9.00000,   -2147480000.00000
699,          5592.00000,5,via-pacific,             9.00000,   -2147480000.00000
700,          5600.00000,5,via-pacific,             9.00000,   -2147480000.00000
701,          5608.00000,5,via-pacific,            11.00000,   -2147480000.00000
702,          5616.00000,5,via-pacific,            11.00000,   -2147480000.00000
703,          5624.00000,5,via-pacific,            12.00000,   -2147480000.00000
704,          5632.00000,5,via-pacific,            12.00000,   -2147480000.00000
705,          5640.00000,5,via-pacific,            11.00000,   -2147480000.00000
706,          5648.00000,5,via-pacific,            11.00000,   -2147480000.00000
707,          5656.00000,5,via-pacific,            11.00000,   -2147480000.00000
708,          5664.00000,5,via-pacific,            11.00000,   -2147480000.00000
709,          5672.00000,5,via-pacific,            11.00000,   -2147480000.00000
710,          5680.00000,5,via-pacific,            11.00000,   -2147480000.00000
711,          5688.00000,5,via-pacific,            11.00000,   -2147480000.00000
712,          5696.00000,5,via-pacific,            11.00000,   -2147480000.00000
713,          5704.00000,5,via-pacific,            12.00000,   -2147480000.00000
714,          5712.00000,5,via-pacific,            12.00000,   -2147480000.00000
715,          5720.00000,5,via-pacific,            11.00000,   -2147480000.00000
716,          5728.00000,5,via-pacific,            11.00000,   -2147480000.00000
717,          5736.00000,5,via-pacific,            11.00000,   -2147480000.00000
718,          5744.00000,5,via-pacific,            11.00000,   -2147480000.00000
719,          5752.00000,5,via-pacific,            11.00000,   -2147480000.00000
720,          5760.00000,5,via-pacific,            11.00000,   -2147480000.00000
721,          5768.00000,5,via-pacific,            11.00000,   -2147480000.00000
722,          5776.00000,5,via-pacific,            11.00000,   -2147480000.00000
723,          5784.00000,5,via-pacific,            11.00000,   -2147480000.00000
724,          5792.00000,5,via-pacific,            11.00000,   -2147480000.00000
725,          5800.00000,5,via-pacific,            11.00000,   -2147480000.00000
726,          5808.00000,5,via-pacific,            11.00000,   -2147480000.00000
727,          5816.00000,5,via-pacific,            11.00000,   -2147480000.00000
728,          5824.00000,5,via-pacific,            10.00000,   -2147480000.00000
729,          5832.00000,5,via-pacific,            10.00000,   -2147480000.00000
730,          5840.00000,5,via-pacific,            10.00000,   -2147480000.00000
731,          5848.00000,5,via-pacific,            10.00000,   -2147480000.00000
732,          5856.00000,5,via-pacific,            10.00000,   -2147480000.00000
733,          5864.00000,5,via-pacific,             9.00000,   -2147480000.00000
734,          5872.00000,5,via-pacific,             9.00000,   -2147480000.00000
735,          5880.00000,5,via-pacific,             9.00000,   -2147480000.00000
736,          5888.00000,5,via-pacific,             9.00000,   -2147480000.00000
737,          5896.00000,5,via-pacific,             9.00000,   -2147480000.00000
738,          5904.00000,5,via-pacific,             9.00000,   -2147480000.00000
739,          5912.00000,5,via-pacific,             9.00000,   -2147480000.00000
740,          5920.00000,5,via-pacific,             8.00000,   -2147480000.00000
741,          5928.00000,5,via-pacific,             8.00000,   -2147480000.00000
742,          5936.00000,5,via-pacific,             8.00000,   -2147480000.00000
743,          5944.00000,5,via-pacific,             8.00000,   -2147480000.00000
744,          5952.00000,5,via-pacific,             8.00000,   -2147480000.00000
745,          5960.00000,5,via-pacific,             7.00000,   -2147480000.00000
746,          5968.00000,5,via-pacific,             7.00000,   -2147480000.00000
747,          5976.00000,5,via-pacific,             7.00000,   -2147480000.00000
748,          5984.00000,5,via-pacific,             7.00000,   -2147480000.00000
749,          5992.00000,5,via-pacific,             7.00000,   -2147480000.00000
750,          6000.00000,5,via-pacific,             7.00000,   -2147480000.00000
751,          6008.00000,5,via-pacific,             7.00000,   -2147480000.00000
752,          6016.00000,5,via-pacific,             6.00000,   -2147480000.00000
753,          6024.00000,5,via-pacific,             6.00000,   -2147480000.00000
754,          6032.00000,5,via-pacific,             6.00000,   -2147480000.00000
755,          6040.00000,5,via-pacific,             6.00000,   -2147480000.00000
756,          6048.00000,5,via-pacific,             6.00000,   -2147480000.00000
757,          6056.00000,5,via-pacific,             6.00000,   -2147480000.00000
758,          6064.00000,5,via-pacific,             6.00000,   -2147480000.00000
759,          6067.36853,5,via-pacific,             6.00000,   -2147480000.00000
